Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,Frequência
(9.601430010335122-3.4586930318337825j),(-4.962289565305961+2.500639993446022j),(-1.8266202123820043+0.7089004569136108j),(0.6728585033553891-0.40696746741697354j),(-3.375012640928752+0.8646072851355038j),(2.6990036949421627-1.9291898614566025j),(7.49683240250211-2.1008020891346497j),(0.09776379250488376-0.36422134737146816j),(-13.03250350066609+3.491801204355922j),(-1.7150654795217948+0.6001622586195463j),(4.788038431768504-1.7877147813042569j),105.60000000000001
(9.584383295052627-3.3927345668014683j),(-4.963235889768139+2.4632248711652496j),(-1.866924885910424+0.6608151403816518j),(0.6972791594031964-0.41537656444703286j),(-3.4083668978831327+0.8611921748811452j),(2.6762941431892564-1.938956405770207j),(7.527523440458086-2.0668396005140135j),(0.10694761154753732-0.32656587036145446j),(-13.004735730745535+3.51684031978831j),(-1.6700487918830422+0.6092324819547061j),(4.835832112038873-1.7341048208959284j),105.7
(9.579993263090333-3.365809428825493j),(-5.00118052363533+2.5192759520052146j),(-1.8323943348668055+0.6772075234324069j),(0.677424015711548-0.40837921330822136j),(-3.385939181925113+0.865032760602524j),(2.724360093277971-1.942380158308036j),(7.496579567660463-2.0490453211215827j),(0.1601404606546306-0.34847315795315836j),(-13.004356123027598+3.477627167184668j),(-1.6926755718930047+0.5847250074719001j),(4.785256766460267-1.7259894451241546j),105.80000000000001
(9.616018114401323-3.3496781790049353j),(-4.971249997612545+2.500545330264149j),(-1.9111911791825937+0.6443297094599281j),(0.6665838879882804-0.39843090139818216j),(-3.3842050043269136+0.8574710163067305j),(2.732248730112529-1.9253255707075958j),(7.5135274887522225-2.04407037822091j),(0.1641503854380595-0.32292514321356336j),(-13.03715644134251+3.438546342881283j),(-1.691838979232743+0.5921790451214095j),(4.794495517233134-1.7022611865230681j),105.9
(9.602230373146803-3.3489534520383417j),(-4.976672361511694+2.488643448158564j),(-1.8624900528700152+0.6790175130285903j),(0.6738164990919309-0.41187773425803664j),(-3.3816237105664735+0.8499570977094795j),(2.738839003499831-1.9269931734454895j),(7.515574763491833-2.0312150403480276j),(0.14506127956584391-0.35248730005781326j),(-13.012140040090959+3.4390196645309583j),(-1.6977687264503833+0.593572785749954j),(4.788990869855007-1.716602979594474j),106.0
(9.596402798566247-3.331648638318929j),(-4.9763983782461+2.4663952830082323j),(-1.8605706517386604+0.6631823906872867j),(0.6796979786593762-0.40698405759091205j),(-3.3854022807891053+0.8455005421393005j),(2.739739841428383-1.9059335929021373j),(7.508105056692234-2.02519857652997j),(0.15826774154640955-0.34435629985300464j),(-13.020038806098723+3.4172052813145584j),(-1.6970720622285416+0.5867858712349925j),(4.797288455682081-1.7118208795481786j),106.10000000000001
(9.60155867018219-3.3200011033414305j),(-4.977982173082544+2.460351566997466j),(-1.8603299060512373+0.653540377985788j),(0.6825288396002218-0.40627232145794423j),(-3.387214097027592+0.8435371900477238j),(2.7439498970398843-1.8978434708291134j),(7.510207870164603-2.026909410173632j),(0.1772779849115853-0.35378103108976955j),(-13.016115226934794+3.397162560180723j),(-1.7019051780189125+0.5901676818211428j),(4.796687264645815-1.6923372051129526j),106.2
(9.59118970229026-3.3204238677064746j),(-4.9885839674515555+2.4464806140941384j),(-1.8527575957756426+0.6478355140279017j),(0.6776439898875353-0.39976391456871274j),(-3.386322933571863+0.8446110137458422j),(2.7699928326845047-1.8797124908319702j),(7.505419186344121-1.9945627739392702j),(0.1743217551881422-0.3487820031103853j),(-13.02150566521273+3.4072630957333123j),(-1.692743648058129+0.5846325945559667j),(4.809537335743236-1.6893963944144175j),106.30000000000001
(9.608600576050925-3.257199905741624j),(-4.973061933472671+2.4173412782268056j),(-1.9064202293832455+0.6610560659031393j),(0.6795181518068505-0.3913227092012663j),(-3.3843334551196547+0.863933990652709j),(2.728192022613426-1.9029607297037088j),(7.510480491758311-1.981030806427114j),(0.1352109915450903-0.3284091926901034j),(-13.012090015524072+3.3663696516216204j),(-1.695907842229028+0.5724253489558571j),(4.825023293689994-1.6797464254498662j),106.4
(9.5800035656602-3.2674488926964322j),(-4.973126336251067+2.403670446230514j),(-1.827693958358839+0.6882149670241651j),(0.6995212840164511-0.39508517321450953j),(-3.37563112892361+0.8215974783917612j),(2.756557518687324-1.8432558746176015j),(7.495700716187098-2.00444901987564j),(0.20495368693279659-0.3276769935453725j),(-13.005041138409602+3.3121090987762574j),(-1.6743059458568084+0.5723778526879331j),(4.783337483259622-1.6832019584198297j),106.5
(9.587051017202064-3.230971368573668j),(-5.0242056953812515+2.4052891894429287j),(-1.924712565269724+0.585562755794947j),(0.6816552618069363-0.42065488133523843j),(-3.3740613814029388+0.8297753765615383j),(2.7789203329800394-1.8465072240028628j),(7.512557723056775-1.9766786683818687j),(0.0900077027674584-0.35709984751598967j),(-13.006773288390917+3.358675835007219j),(-1.6953464774966056+0.5742134885598217j),(4.811603198705921-1.6569220057121077j),106.60000000000001
(9.562505545783676-3.224746115579907j),(-4.990876641875888+2.4038031716502903j),(-1.8612949151171527+0.6818958472473335j),(0.6497149977982737-0.406555295861329j),(-3.408490260241299+0.8145480258805229j),(2.790385848944437-1.828886773003592j),(7.507166520339098-1.9892903354912943j),(0.19023394220815248-0.33370130633450223j),(-13.01244636203231+3.3312807098743753j),(-1.6699168649143146+0.580698063554081j),(4.750047279795881-1.6512728888112802j),106.7
(9.598083558075317-3.210746851943823j),(-4.970265732920376+2.396124293879038j),(-1.909860079434484+0.5810760408521074j),(0.6989795120571052-0.38817799606527714j),(-3.3624345886224978+0.8278909037847608j),(2.7634952255055043-1.8322521559067475j),(7.491195955153989-1.97523116135909j),(0.10960673073537919-0.294318657965043j),(-13.005169385380333+3.308833945727544j),(-1.7176226741016816+0.5504484458963725j),(4.822112322020267-1.7118331776806093j),106.80000000000001
(9.530373493442017-3.1943428292457234j),(-4.99845352799848+2.359507520125187j),(-1.9289724512545945+0.606408505278317j),(0.6917015042779848-0.44877000036970394j),(-3.378472477816418+0.803458504656944j),(2.721840195161687-1.894123960019435j),(7.531039486223958-1.9341603373881648j),(0.21918033576526597-0.28107727100141844j),(-12.97195075759932+3.2974432776857943j),(-1.7472530947182143+0.604473052337215j),(4.768904033884887-1.6925837348530104j),106.9
(9.563072119493668-3.1973416805121797j),(-4.943645411474845+2.351785018298708j),(-1.9183427526513874+0.6055774425642633j),(0.6637619035631523-0.41257129931682j),(-3.384823130464512+0.8114290208019099j),(2.816807793543747-1.7731175952707194j),(7.552848294556431-1.9858906084402657j),(0.09386424149254147-0.39245156917377955j),(-12.960296444228234+3.2570551864180555j),(-1.7534313007599938+0.5544988549735161j),(4.8194890304477696-1.6922380806710393j),107.0
(9.543659151522252-3.2190985049831067j),(-5.030840212375084+2.362781640992825j),(-1.862641259402578+0.7219489921952089j),(0.7362379921757469-0.3501827526648462j),(-3.39608983993564+0.8396013364005492j),(2.690897974288637-1.84448669969278j),(7.568756456549192-1.938318959409063j),(0.1134059775415337-0.2498154803732744j),(-13.036663887396559+3.1776538229290985j),(-1.6825880683226089+0.5337764996330625j),(4.831847259646471-1.6074382444139337j),107.10000000000001
(9.596773161002325-3.1488703756400707j),(-5.094385053539035+2.3994969430912825j),(-1.7959703109527707+0.6749166557653332j),(0.6775308371604183-0.37119217958414596j),(-3.371873468459853+0.8309886981652905j),(2.695666193015196-1.8122756590804059j),(7.511252033427869-1.901745889091286j),(0.07938655697126151-0.30757572744034434j),(-12.96367801048272+3.233101339354109j),(-1.6994981809213758+0.5170336758351175j),(4.808972614440718-1.581895316295764j),107.2
(9.530675433901678-3.233312452643739j),(-5.01084967729188+2.333767315704483j),(-1.8459787980912918+0.6514391567535043j),(0.6373590797078572-0.4080183771913344j),(-3.3839739257711585+0.7549363644811331j),(2.7699533979057502-1.7544089296574876j),(7.532996297331977-1.840833938115427j),(0.015378059545682277-0.25336953650155625j),(-12.946241650450233+3.224676504200863j),(-1.7027167583089282+0.5857427885451783j),(4.7921163068189205-1.5648675511757721j),107.30000000000001
(9.62593189370699-3.167757453881297j),(-5.043668320530058+2.3292784564919007j),(-1.8325529905895053+0.6064253379452187j),(0.6767166018295718-0.41000666909847183j),(-3.3957947833423177+0.7590315227561106j),(2.7905846823954032-1.851101374117924j),(7.437696018704476-1.8773548114157543j),(0.11644869980489503-0.3924823969300206j),(-12.937668316058845+3.2541467752552435j),(-1.6639909321213135+0.623250250751991j),(4.791295106625416-1.6073922339854683j),107.4
(9.575156847248323-3.05233556347258j),(-5.04233051322094+2.2486698108228893j),(-1.8538320354712532+0.5896896944252639j),(0.7174078686554104-0.37856309862257476j),(-3.360584976207006+0.7854981726552168j),(2.654480249334817-1.8178156062007904j),(7.530151068067635-1.9233336418011167j),(0.09861764086514313-0.22068637898577492j),(-13.051339532778938+3.2028760054641054j),(-1.69047704823139+0.5923027491475752j),(4.780414761325478-1.6223003982608084j),107.5
(9.68732273129395-3.1477462705220223j),(-5.043805610069428+2.291814282901921j),(-1.8212302234704971+0.5148386835923802j),(0.7083258084224617-0.4087265857845379j),(-3.3572965227003575+0.7929697550661068j),(2.7344835795075224-1.7706961133971042j),(7.461217096695513-1.9362268640734754j),(0.22270277654701687-0.16436893177180067j),(-13.078042497180245+3.1324988428817004j),(-1.6908357002750947+0.5189099497131693j),(4.825153812812655-1.5351027689170458j),107.60000000000001
(9.636482371173894-3.1106198540538657j),(-5.090478588436891+2.220310082555099j),(-1.8016610276557508+0.5790085053599423j),(0.7060329824133387-0.3583015282793305j),(-3.3646039469000657+0.7504549310895907j),(2.8114779376686903-1.782697980352764j),(7.440097820689765-1.8903056773925644j),(0.25290366907979456-0.43338976774117555j),(-13.003095414029659+3.2197141476780278j),(-1.695147016748633+0.523653204136096j),(4.792972595416201-1.5706131284799234j),107.7
(9.57688804347874-3.052670041148012j),(-5.000145313142291+2.322877297725464j),(-1.8133167088500368+0.6492018483634219j),(0.6534916290489716-0.381409980390254j),(-3.349592328410199+0.7627256181411362j),(2.7796501383794414-1.7862639361668773j),(7.436375367314458-1.8798783249635402j),(0.16777415735998957-0.3241321571566971j),(-12.932796377680683+3.1652424201177514j),(-1.7167474269902976+0.551724474747024j),(4.807341502819156-1.5274689498255363j),107.80000000000001
(9.6587265237835-3.053110794387474j),(-4.991571929000008+2.270092651064006j),(-1.9730728628492553+0.7117166220327j),(0.6759408958847628-0.3624457267305976j),(-3.391780345561227+0.8291241981481368j),(2.7071969404108778-1.782750871072544j),(7.4856093638937455-1.82481654673105j),(0.10919984631978252-0.3604856036816728j),(-12.98290560220988+3.1764607867166355j),(-1.6622992758409736+0.4886949023128082j),(4.731450190010537-1.5159486791456125j),107.9
(9.696492892731978-2.9798320374417635j),(-5.056742008103658+2.2663024012561124j),(-1.8663936919660156+0.5894315568982806j),(0.7488142880369697-0.3190770215996941j),(-3.3521513144368935+0.757306468443661j),(2.855487475141736-1.7859084979262647j),(7.495307422879701-1.8032825547137374j),(0.092076405566198-0.33602706377402036j),(-12.986123188820864+3.1330561039513114j),(-1.685860616969348+0.6384326131691331j),(4.833333442477947-1.3971910201574254j),108.0
(9.614460486345958-2.9900941334105973j),(-5.027957805279431+2.276917364915196j),(-1.9013952354772963+0.4451524260946158j),(0.7439907340592171-0.3742971615252557j),(-3.372987142822561+0.7368998647536706j),(2.817729641621353-1.7371733455781957j),(7.5308479161215125-1.8042988970179046j),(0.13636485506550144-0.3565260261713731j),(-13.01044754462129+3.091956166516881j),(-1.7082267366492756+0.5418154160245745j),(4.772806245137728-1.5443894851888764j),108.10000000000001
(9.635178187788561-2.9458970795196153j),(-5.00427044870122+2.253766949125481j),(-1.9282926463355672+0.5520017558063213j),(0.714790402922874-0.3315788320937001j),(-3.42085291165456+0.750671918008802j),(2.784903709934312-1.6983119542445984j),(7.432691674413444-1.83208612950106j),(0.2407948085157141-0.35972059142130597j),(-13.000502213724943+3.0757730271903156j),(-1.7165696350985105+0.5198334526228772j),(4.865602953903199-1.577618336195826j),108.2
(9.665257167874385-2.9966437203859453j),(-5.010204767040648+2.1887418592708583j),(-1.7843443582644056+0.5963467022689999j),(0.7093637607144734-0.40674903651258454j),(-3.3814954709856586+0.7684804381769439j),(2.7623208236320203-1.7499115605359696j),(7.4386039167313385-1.7726271872577284j),(0.22777614775989008-0.34219895251965404j),(-12.972456407371329+3.074370310572906j),(-1.7104916797155267+0.503077877657514j),(4.751508458743823-1.5714461740276886j),108.30000000000001
(9.596382760528986-2.961742117276298j),(-5.004472807920493+2.205531857997343j),(-1.881927232559551+0.5642924757448995j),(0.7168742703911146-0.3846351168193287j),(-3.4060054766435996+0.7581285828029412j),(2.7849444653175226-1.7393102208712676j),(7.5160022332214815-1.8045859819625996j),(0.23481956371881907-0.22432815098924408j),(-12.985041180824053+3.0439015944601113j),(-1.7135951020222138+0.5635121886448604j),(4.843286902616773-1.5171729957196387j),108.4
(9.617485677114377-2.8786563477407547j),(-5.003001645887046+2.1592153085215813j),(-1.839412029484068+0.6405518624687829j),(0.7274528734433625-0.34119138543224636j),(-3.395466482635186+0.7630050785225342j),(2.8136500134124347-1.6943793005681185j),(7.5062409183479755-1.7792325122576589j),(0.20591626784739603-0.33892446726066794j),(-13.036419032319353+3.028198820016989j),(-1.7118797541109636+0.526135183463988j),(4.841539679914376-1.5137495258263813j),108.5
(9.561374809490559-2.952824374084977j),(-5.059009226808477+2.1778222605847652j),(-1.9156441255250805+0.5875730439282307j),(0.7028076147260327-0.3465122818761657j),(-3.405530450022926+0.7290721434213268j),(2.8233958921645814-1.6804801259957998j),(7.4775638948056375-1.7907570978259102j),(0.18364866897966436-0.2777508244854161j),(-12.988164164913679+3.005688911804656j),(-1.6822932020854826+0.5111195208668811j),(4.779619372540007-1.518027707418021j),108.60000000000001
(9.649720613641279-2.8945250809195144j),(-5.052862580849019+2.1542938897880326j),(-1.8938213841142044+0.6363593007531847j),(0.7039383448084333-0.367124320009367j),(-3.392257468213407+0.7444201218900233j),(2.7615260039418423-1.6660213571823377j),(7.53841345844172-1.803455931687374j),(0.1775552729086698-0.26636386739312456j),(-12.996839838058351+2.9921454621092423j),(-1.694080070865347+0.509806565542128j),(4.797234741549978-1.472394910334081j),108.7
(9.623328604820946-2.8874154006729214j),(-5.063322013308685+2.1390892510246786j),(-1.8781039817934158+0.5941051910533801j),(0.7047584127110689-0.365604931489834j),(-3.392172427337133+0.7359863514779086j),(2.8172724487617042-1.6707856855485979j),(7.490288602426865-1.7493804147616672j),(0.18405880933891794-0.3123272024150161j),(-12.99870732291022+2.972293163751054j),(-1.713218996597567+0.5130623890119761j),(4.822042885806777-1.4653670188317989j),108.80000000000001
(9.603535688272085-2.869585797931748j),(-5.043439444101512+2.145898444295227j),(-1.8680485312437263+0.5573487997123792j),(0.7213255050341445-0.3601568090533007j),(-3.3838148377318045+0.7378874882000952j),(2.827925804556779-1.6369618680064266j),(7.493737497037312-1.7508056970440427j),(0.1642921270204395-0.3052143245252603j),(-13.005340416489506+2.9724813720433847j),(-1.7158696509613434+0.5055287164676088j),(4.811718645527514-1.469707123266005j),108.9
(9.617442997698426-2.8684115229549203j),(-5.047626265763451+2.128101794534554j),(-1.8757399893743976+0.5640712612059886j),(0.7211434903618752-0.35690330271640036j),(-3.3831295665080408+0.7329340689956294j),(2.816039254221163-1.6370651578079194j),(7.494146432415732-1.7467426023364467j),(0.17568396354281646-0.30299543089887315j),(-13.000879139380807+2.941146088504322j),(-1.7092701744549084+0.5075575725717627j),(4.804906535073627-1.4759676839874345j),109.0
(9.616950226108298-2.849911534205667j),(-5.04980704284508+2.1135854239088836j),(-1.8746224791304016+0.5647935724096129j),(0.7186130604304122-0.3524959140887083j),(-3.382884459218886+0.726637259566516j),(2.8217856307531832-1.6357826659191517j),(7.495073336600363-1.7328340047582635j),(0.171271518037571-0.3003493587033299j),(-12.99656408109663+2.9296559588808204j),(-1.7118005633385187+0.5041485185291208j),(4.809671233764589-1.4604310029755254j),109.10000000000001
(9.617169351488162-2.8146786031935314j),(-5.054364815604885+2.089720469521801j),(-1.875667152279334+0.5574623656155566j),(0.7227769614583366-0.347451107903721j),(-3.382007888216215+0.7194741476165447j),(2.8213972435056256-1.6277452648518196j),(7.497580342192599-1.73206049587397j),(0.16227357442133084-0.3058012595069073j),(-13.004577402939304+2.907692144810209j),(-1.7159288309390348+0.49896007069790826j),(4.799589592990028-1.4575776388248816j),109.2
(9.634321317985858-2.8177230618777287j),(-5.029172272869246+2.085140515607371j),(-1.9176222767123097+0.554610604651252j),(0.7255050966095675-0.3457184963841069j),(-3.3772662705794882+0.722164749141279j),(2.8454739002136202-1.609007005927439j),(7.493625264714613-1.7203891659892818j),(0.1697549251502607-0.3005627597034817j),(-13.002466487337353+2.9127197161309244j),(-1.7170292492737922+0.48818465997360505j),(4.812720311776818-1.4465537298100748j),109.30000000000001
(9.63304128578514-2.821274147588703j),(-5.046677693072798+2.107962415245408j),(-1.8744426148852398+0.5767397353401762j),(0.7207550323738943-0.37982347052692095j),(-3.397501939739448+0.7272538928266341j),(2.8217676329750248-1.6084020234319283j),(7.469735757861592-1.7144535566705184j),(0.14385381797411156-0.2860692318481739j),(-12.988055067250109+2.865232695521179j),(-1.696702985953701+0.490535753734509j),(4.823041406370251-1.4307514933077843j),109.4
(9.662931946097896-2.747890785424998j),(-5.062789928608128+2.088767864806698j),(-1.869148823387829+0.5720787848487934j),(0.7490492061550817-0.3263506340311402j),(-3.39220432692926+0.7087115822084886j),(2.8276502234441168-1.637255675952277j),(7.484821048278029-1.676156048808766j),(0.20576470747315234-0.2255163988099671j),(-12.946868983421068+2.8785244463809327j),(-1.7310714846019053+0.5321769636407525j),(4.822358096367239-1.424471592588631j),109.5
(9.604643607732335-2.801574304644472j),(-5.031568686339046+2.098542795055124j),(-1.8580354306563702+0.4998346961722575j),(0.6835981520687362-0.34563421200356004j),(-3.388121497563373+0.6843744675358145j),(2.8042364707874317-1.5909358018821198j),(7.468464438055889-1.676993471854229j),(0.20281855388789782-0.22383960365536026j),(-13.015114251838444+2.855061090020552j),(-1.7312176010368896+0.5034372429723444j),(4.824095069337808-1.471117698260791j),109.60000000000001
(9.610900694162353-2.7646882025025263j),(-5.0921560235267505+2.012469266058323j),(-1.840866209996534+0.6341391192272434j),(0.7712654626899562-0.3922215573018688j),(-3.4026799541775397+0.707327036640331j),(2.794201520797583-1.5792097382634616j),(7.486613947071896-1.6152513459232907j),(0.210218050787919-0.3087687150571963j),(-12.993873864817665+2.8372647284714647j),(-1.7296891221073825+0.45905113357707705j),(4.8385264642267245-1.4179189877412792j),109.7
(9.613884239796462-2.766733322943864j),(-5.057759101342592+2.036240822995058j),(-1.8991154855292862+0.571906324863221j),(0.7207777649666411-0.35709462021721095j),(-3.3973875310937043+0.7078326429827246j),(2.8272464311730428-1.5744707002558869j),(7.503257058701733-1.7106368595063475j),(0.22110234801183992-0.3136191757813691j),(-12.990971828441989+2.837431311774491j),(-1.7052847936190716+0.49028641588883204j),(4.8126221527297695-1.3667213213921574j),109.80000000000001
(9.660779039672175-2.7400698555615186j),(-5.094174288529537+2.0214547674118513j),(-1.841461242637152+0.48472147930066j),(0.6683885909020955-0.3389965370996677j),(-3.3997687493655633+0.6739489186669294j),(2.759261890599632-1.5992184687424489j),(7.5622475411100325-1.7116143547831157j),(0.15048253845402826-0.2898873845419585j),(-12.956857228368946+2.7464512856809122j),(-1.7014827545867668+0.46368346879921063j),(4.882389394410829-1.3911686423771314j),109.9
(9.639822257098686-2.695390436391449j),(-5.01715836682081+2.0433421576069843j),(-1.910122187739141+0.5283117299854467j),(0.7383912510137352-0.3199932851814351j),(-3.36859259848201+0.730264538936737j),(2.7788854355568517-1.6311197628821947j),(7.469251503350662-1.6677700173961902j),(0.1453472636144717-0.40567251499492585j),(-13.031269131572166+2.7367386874297104j),(-1.6703035884246162+0.5012321866204346j),(4.823044437861287-1.337335798732994j),110.0
(9.525638692636717-2.711967288678471j),(-5.039778906854075+1.979762036134579j),(-1.890360931366729+0.5648747322168646j),(0.7085467148165776-0.302371281895784j),(-3.386212329197093+0.6990405368345938j),(2.808263691503562-1.571500676964206j),(7.556163415787097-1.76374462090536j),(0.22725501211655796-0.28467249199383104j),(-12.977065966526757+2.7927782961600407j),(-1.68042120255366+0.43174980422109144j),(4.824577178594572-1.3697254834551629j),110.10000000000001
(9.575778927072374-2.6955758925650706j),(-5.076517075945425+2.0606401842219917j),(-1.8509015001667066+0.43427268528508733j),(0.6703659973785818-0.36714066240492826j),(-3.4134677236957334+0.6938607817700291j),(2.8703672557767987-1.5219271988248124j),(7.533880955488662-1.6757317979005002j),(0.24310899098090744-0.2293044434186693j),(-12.9426941513844+2.720155067034632j),(-1.6734118149914605+0.4532908202042165j),(4.790696853434106-1.322463649298736j),110.2
(9.661694007004868-2.638947531288407j),(-5.061184791556565+1.9897772597572625j),(-1.8439818030574546+0.4652100061242095j),(0.7652254748700571-0.36412839367570626j),(-3.359533678039817+0.6689972862448013j),(2.766186606780513-1.4954500014595808j),(7.508308634535979-1.635024040916253j),(0.3228378057380361-0.2008794545291579j),(-13.032592968807304+2.718004406487749j),(-1.7323661899056262+0.42807882867477076j),(4.784582155931168-1.4038158995889933j),110.30000000000001
(9.642881441725027-2.663690206435703j),(-5.123492859783557+1.8674566596005704j),(-1.933158746200732+0.44547515461714227j),(0.6670972101485155-0.294904716753645j),(-3.408988771261921+0.72474505396562j),(2.904443414714855-1.5175882544129493j),(7.463782705823114-1.5293618427421478j),(0.17597252595678725-0.17389600758227175j),(-12.902677466022775+2.661119017113627j),(-1.6975150592597865+0.4927733980473299j),(4.826658115813313-1.341788556884886j),110.4
(9.610376979341126-2.5931608230745096j),(-5.032123074339722+1.946186881011652j),(-2.0301773713147497+0.5569840041757796j),(0.7431978916704622-0.3612882355416147j),(-3.394156831198483+0.665946892250588j),(2.7864681281918386-1.5219732047621815j),(7.413006739238234-1.5462774704824787j),(0.1361874098655127-0.17515987737318106j),(-13.026038405512704+2.658986121683405j),(-1.7640837065280515+0.4218952479734934j),(4.804929562586473-1.3543107442100482j),110.5
(9.589909456083788-2.556837081406709j),(-5.07291731298772+1.875905020450781j),(-1.842533570294961+0.35706594957988j),(0.7067606166160729-0.3438382981774053j),(-3.348912033728509+0.7344876794235837j),(2.940913953728222-1.4250756257947303j),(7.446587965368737-1.5642543546613652j),(0.0839235530740865-0.12927836897463685j),(-12.958942876208319+2.7152052756563494j),(-1.6437253210285636+0.5069936256040641j),(4.803816035801084-1.266819737069742j),110.60000000000001
(9.667996224510915-2.649559038491713j),(-5.102839710031351+1.9057834902000215j),(-1.9268669487460457+0.5211221366062944j),(0.7748178619066399-0.3141415475560976j),(-3.4144634984817657+0.7231590777596075j),(2.773380116504141-1.4779624672624339j),(7.460137091950244-1.596826937287088j),(0.15426205859691322-0.22891824231683344j),(-12.96022785420458+2.67522455449404j),(-1.697196034724179+0.44585549374526146j),(4.707205331917379-1.3082003071201522j),110.7
(9.728696171250583-2.516952952855373j),(-5.1341230848907395+1.9509262319887302j),(-1.9005830231059946+0.5941354660262634j),(0.7621420684908413-0.34836854740899525j),(-3.3572996539397835+0.6755520545373628j),(2.8402667942714857-1.4808479836536819j),(7.51270634338787-1.577904440935301j),(0.15218874393652015-0.19603146773717306j),(-12.999248377057658+2.666353443813083j),(-1.667105056457503+0.48287357916254336j),(4.896119560571506-1.3681904198791437j),110.80000000000001
(9.67672928463243-2.558723606261651j),(-5.200987621158074+1.9508083343834777j),(-1.9062068848415095+0.5301011502548221j),(0.686322129448394-0.24932298569921585j),(-3.4041780889525635+0.6699999946491548j),(2.818229263846355-1.473414255485281j),(7.52607401766619-1.5621685402607959j),(0.1531336995874959-0.21634477125405738j),(-13.006454817213637+2.6002768536904792j),(-1.6833417176875898+0.5052839795550881j),(4.848269700010198-1.296832532655118j),110.9
(9.627953161444603-2.588373728249067j),(-5.0745986883508625+1.918044652065852j),(-1.7950518570498204+0.4939050707348116j),(0.7368417317997711-0.36518929951336077j),(-3.4221739388755363+0.6605399822225115j),(2.9156204903135077-1.4587402101635885j),(7.459089282755052-1.491294809072599j),(0.15653054764222674-0.33229432285576443j),(-12.914069124260164+2.6016401934476576j),(-1.7248950335612605+0.4249945641710795j),(4.796103439954442-1.2796787545467296j),111.0
(9.684756783043625-2.5312730425100725j),(-5.11373250184284+1.889834354277852j),(-1.892867026904911+0.5147873900569486j),(0.7214070163229138-0.34853193279305295j),(-3.3501856666378056+0.6616148791383836j),(2.8880722196343527-1.443971635517138j),(7.4775930089186105-1.5274615766491673j),(0.2126393379538969-0.35590846149208577j),(-12.949997115556368+2.583641285221529j),(-1.6983191828317121+0.4757773230377804j),(4.835624874450872-1.2779069872383815j),111.10000000000001
(9.691252041256881-2.49960901003481j),(-5.092455169150369+1.828141033112768j),(-1.882859636840485+0.522344909702575j),(0.7265529294794428-0.32279200337685765j),(-3.3503966014635385+0.6562727942836872j),(2.860877382671017-1.4095882084953155j),(7.422941283647079-1.5796032600746663j),(0.1409929087997157-0.15428784836753362j),(-12.994104138230433+2.5648561326264385j),(-1.6900134440938288+0.43678990128479445j),(4.835506645454983-1.3350034186751758j),111.2
(9.681206211212622-2.4851779146380757j),(-5.1049385765009205+1.829826718473349j),(-1.934983531227168+0.5146402837203539j),(0.7140885927687979-0.33640309682242897j),(-3.3392460629703393+0.661006992385611j),(2.9026949629889556-1.4213194787517454j),(7.449301304682745-1.6095074115276435j),(0.1771625908280683-0.2377893576973591j),(-12.990351557727339+2.5955360620017025j),(-1.7078706319659789+0.4445843046537803j),(4.813960355523541-1.328045030655364j),111.30000000000001
(9.611069679478703-2.4574197345782047j),(-5.116065455563021+1.8297695695952214j),(-1.8467786224808327+0.4741545253797952j),(0.7410336379090623-0.2867493238693193j),(-3.3703647978676066+0.6307544378208156j),(2.8289897260248154-1.3986117476778022j),(7.489645003227139-1.436317559996965j),(0.13807170780063593-0.31278893151287335j),(-12.986808008459946+2.52989552670953j),(-1.7128868139155373+0.4373339975266015j),(4.823739383105019-1.2636050558504763j),111.4
(9.658205737234006-2.4663355588351497j),(-5.091580329137809+1.835759260970086j),(-1.873153872172601+0.5072581678639523j),(0.7251934883630966-0.3014084937154564j),(-3.3867809235823856+0.6379021177309028j),(2.903404593142792-1.4362745953617377j),(7.4621673711813985-1.47957157069823j),(0.24761255537261562-0.21571298939814199j),(-13.02119070752741+2.5414463177654785j),(-1.7226254007961312+0.4418675057493582j),(4.834849849413578-1.238839879748312j),111.5
(9.688068037067397-2.4619816495385507j),(-5.122453623079622+1.8256420097476669j),(-1.860294082169088+0.4688750019296464j),(0.7350887113564184-0.30383366969210357j),(-3.37392425560901+0.6338688273150765j),(2.8423805305370706-1.4132422602430594j),(7.468348693431295-1.501909658458473j),(0.14881353634255845-0.2767141338054131j),(-12.96647661424912+2.5309283066944204j),(-1.708368689333434+0.4243706347651237j),(4.834422042893813-1.2439176195673127j),111.60000000000001
(9.641138169125-2.4486945529378232j),(-5.100428493201867+1.8255311305444568j),(-1.868682207531037+0.4823813545090472j),(0.7227122585097447-0.30908486433362015j),(-3.3677125422573084+0.6187204836664648j),(2.853638875743961-1.3887468882881109j),(7.460715408231266-1.4774588953726422j),(0.18697374937977207-0.28215788097440964j),(-12.970932359954986+2.52173902901192j),(-1.7142566566191277+0.4266355379786688j),(4.856189235234375-1.25572462333335j),111.7
(9.663388376852973-2.4293926646454285j),(-5.128685758187338+1.7856706184260958j),(-1.8705247073453943+0.4770435973852578j),(0.7299368775463932-0.2972368691354239j),(-3.3811391665982207+0.6173331557319415j),(2.8759998106673343-1.3934293270384668j),(7.480005792699599-1.4814473009022358j),(0.17052765935460762-0.24528281219320291j),(-12.981738809785497+2.4830439615701714j),(-1.7130105706998864+0.42752636052415127j),(4.827165495609673-1.229555754978719j),111.80000000000001
